id,target,classificação
14590,0,Planeta Deserto
8346,0,Planeta Deserto
9215,0,Planeta Deserto
10738,2,Planeta Oceânico
4143,0,Planeta Deserto
14181,0,Planeta Deserto
11640,4,Planeta Gelado
14643,0,Planeta Deserto
3900,0,Planeta Deserto
4484,0,Planeta Deserto
8167,4,Planeta Gelado
9341,1,Planeta Vulcânico
5864,0,Planeta Deserto
12300,4,Planeta Gelado
13949,0,Planeta Deserto
794,0,Planeta Deserto
3965,0,Planeta Deserto
13212,0,Planeta Deserto
12739,0,Planeta Deserto
14652,1,Planeta Vulcânico
1349,1,Planeta Vulcânico
3835,2,Planeta Oceânico
14518,0,Planeta Deserto
14964,4,Planeta Gelado
14719,0,Planeta Deserto
2555,3,Planeta Florestal
9800,0,Planeta Deserto
8770,1,Planeta Vulcânico
346,0,Planeta Deserto
942,0,Planeta Deserto
7200,0,Planeta Deserto
12597,0,Planeta Deserto
3385,0,Planeta Deserto
1315,1,Planeta Vulcânico
1029,0,Planeta Deserto
8552,0,Planeta Deserto
6240,1,Planeta Vulcânico
4623,0,Planeta Deserto
11606,1,Planeta Vulcânico
13930,1,Planeta Vulcânico
8971,1,Planeta Vulcânico
8377,2,Planeta Oceânico
1589,0,Planeta Deserto
263,2,Planeta Oceânico
7631,4,Planeta Gelado
13123,0,Planeta Deserto
9085,0,Planeta Deserto
14844,0,Planeta Deserto
6983,0,Planeta Deserto
7284,4,Planeta Gelado
7276,3,Planeta Florestal
4711,3,Planeta Florestal
14254,4,Planeta Gelado
7452,1,Planeta Vulcânico
1295,0,Planeta Deserto
2805,2,Planeta Oceânico
4389,0,Planeta Deserto
6544,4,Planeta Gelado
13770,0,Planeta Deserto
6391,0,Planeta Deserto
10345,0,Planeta Deserto
4566,0,Planeta Deserto
920,1,Planeta Vulcânico
7047,0,Planeta Deserto
558,0,Planeta Deserto
10879,0,Planeta Deserto
13669,1,Planeta Vulcânico
6303,0,Planeta Deserto
5334,4,Planeta Gelado
11631,0,Planeta Deserto
13137,0,Planeta Deserto
10724,0,Planeta Deserto
12261,1,Planeta Vulcânico
5405,1,Planeta Vulcânico
1286,0,Planeta Deserto
5959,0,Planeta Deserto
11478,0,Planeta Deserto
13544,0,Planeta Deserto
10862,0,Planeta Deserto
4630,0,Planeta Deserto
5624,0,Planeta Deserto
3213,0,Planeta Deserto
12333,0,Planeta Deserto
12166,3,Planeta Florestal
13121,4,Planeta Gelado
398,0,Planeta Deserto
5054,0,Planeta Deserto
7068,4,Planeta Gelado
5788,0,Planeta Deserto
56,2,Planeta Oceânico
8664,0,Planeta Deserto
5103,4,Planeta Gelado
3096,0,Planeta Deserto
2537,0,Planeta Deserto
2935,0,Planeta Deserto
10142,0,Planeta Deserto
13713,0,Planeta Deserto
1034,0,Planeta Deserto
4101,0,Planeta Deserto
7900,0,Planeta Deserto
4867,0,Planeta Deserto
10564,0,Planeta Deserto
14688,4,Planeta Gelado
8921,0,Planeta Deserto
6296,0,Planeta Deserto
7215,1,Planeta Vulcânico
1098,1,Planeta Vulcânico
6479,0,Planeta Deserto
2937,3,Planeta Florestal
10990,0,Planeta Deserto
882,1,Planeta Vulcânico
2581,1,Planeta Vulcânico
5281,1,Planeta Vulcânico
1236,0,Planeta Deserto
2816,0,Planeta Deserto
7691,4,Planeta Gelado
8356,1,Planeta Vulcânico
369,0,Planeta Deserto
9122,0,Planeta Deserto
6253,4,Planeta Gelado
1902,4,Planeta Gelado
14612,4,Planeta Gelado
4423,0,Planeta Deserto
14300,0,Planeta Deserto
8476,0,Planeta Deserto
11787,2,Planeta Oceânico
8216,0,Planeta Deserto
8996,0,Planeta Deserto
9869,2,Planeta Oceânico
8756,1,Planeta Vulcânico
6864,0,Planeta Deserto
3728,0,Planeta Deserto
12420,1,Planeta Vulcânico
11838,0,Planeta Deserto
12309,0,Planeta Deserto
13911,0,Planeta Deserto
3437,4,Planeta Gelado
11902,4,Planeta Gelado
3419,0,Planeta Deserto
10273,0,Planeta Deserto
4265,2,Planeta Oceânico
14095,2,Planeta Oceânico
9880,1,Planeta Vulcânico
12853,0,Planeta Deserto
7689,0,Planeta Deserto
311,4,Planeta Gelado
12385,1,Planeta Vulcânico
8673,2,Planeta Oceânico
12322,0,Planeta Deserto
6486,4,Planeta Gelado
13764,4,Planeta Gelado
5114,1,Planeta Vulcânico
11224,0,Planeta Deserto
2270,0,Planeta Deserto
6491,4,Planeta Gelado
7204,0,Planeta Deserto
7008,2,Planeta Oceânico
12410,4,Planeta Gelado
5614,0,Planeta Deserto
5540,0,Planeta Deserto
6994,1,Planeta Vulcânico
7348,0,Planeta Deserto
6110,0,Planeta Deserto
13463,0,Planeta Deserto
1075,0,Planeta Deserto
9095,0,Planeta Deserto
10558,4,Planeta Gelado
14830,2,Planeta Oceânico
6101,3,Planeta Florestal
12101,2,Planeta Oceânico
9194,1,Planeta Vulcânico
5254,0,Planeta Deserto
11790,0,Planeta Deserto
5306,0,Planeta Deserto
9062,4,Planeta Gelado
8809,0,Planeta Deserto
7982,0,Planeta Deserto
10752,4,Planeta Gelado
944,4,Planeta Gelado
8932,0,Planeta Deserto
5148,0,Planeta Deserto
8478,0,Planeta Deserto
894,4,Planeta Gelado
11723,0,Planeta Deserto
4028,0,Planeta Deserto
2753,0,Planeta Deserto
657,0,Planeta Deserto
13819,4,Planeta Gelado
2141,1,Planeta Vulcânico
3105,0,Planeta Deserto
11845,2,Planeta Oceânico
10477,4,Planeta Gelado
1125,0,Planeta Deserto
12037,0,Planeta Deserto
1822,0,Planeta Deserto
13675,4,Planeta Gelado
671,4,Planeta Gelado
4892,4,Planeta Gelado
133,0,Planeta Deserto
2699,0,Planeta Deserto
855,1,Planeta Vulcânico
8801,0,Planeta Deserto
9818,2,Planeta Oceânico
4367,0,Planeta Deserto
344,0,Planeta Deserto
4820,0,Planeta Deserto
3202,0,Planeta Deserto
11417,0,Planeta Deserto
7654,1,Planeta Vulcânico
11891,0,Planeta Deserto
5646,0,Planeta Deserto
9140,1,Planeta Vulcânico
10218,0,Planeta Deserto
3430,1,Planeta Vulcânico
11349,0,Planeta Deserto
12319,0,Planeta Deserto
4564,1,Planeta Vulcânico
8215,0,Planeta Deserto
8596,1,Planeta Vulcânico
12242,4,Planeta Gelado
10813,0,Planeta Deserto
14697,0,Planeta Deserto
10876,0,Planeta Deserto
4269,1,Planeta Vulcânico
5584,0,Planeta Deserto
1138,0,Planeta Deserto
14413,2,Planeta Oceânico
9301,1,Planeta Vulcânico
11275,0,Planeta Deserto
8743,0,Planeta Deserto
11936,0,Planeta Deserto
880,4,Planeta Gelado
2917,0,Planeta Deserto
11167,0,Planeta Deserto
7358,0,Planeta Deserto
6297,4,Planeta Gelado
9654,4,Planeta Gelado
11305,0,Planeta Deserto
8073,0,Planeta Deserto
12809,0,Planeta Deserto
812,1,Planeta Vulcânico
10675,0,Planeta Deserto
8846,1,Planeta Vulcânico
7940,0,Planeta Deserto
8177,0,Planeta Deserto
8731,2,Planeta Oceânico
14304,0,Planeta Deserto
13603,0,Planeta Deserto
6550,1,Planeta Vulcânico
5568,0,Planeta Deserto
265,0,Planeta Deserto
682,2,Planeta Oceânico
6498,0,Planeta Deserto
14211,3,Planeta Florestal
2350,0,Planeta Deserto
3246,4,Planeta Gelado
7369,1,Planeta Vulcânico
9857,4,Planeta Gelado
10711,0,Planeta Deserto
8127,0,Planeta Deserto
3245,1,Planeta Vulcânico
8727,0,Planeta Deserto
10409,2,Planeta Oceânico
322,0,Planeta Deserto
5636,0,Planeta Deserto
6061,2,Planeta Oceânico
7735,4,Planeta Gelado
4201,0,Planeta Deserto
10434,0,Planeta Deserto
4891,0,Planeta Deserto
8886,0,Planeta Deserto
2733,4,Planeta Gelado
4968,0,Planeta Deserto
9343,0,Planeta Deserto
3285,0,Planeta Deserto
5330,0,Planeta Deserto
1884,0,Planeta Deserto
2452,2,Planeta Oceânico
912,0,Planeta Deserto
4058,4,Planeta Gelado
2052,0,Planeta Deserto
14238,4,Planeta Gelado
13022,0,Planeta Deserto
14021,0,Planeta Deserto
5065,0,Planeta Deserto
1831,0,Planeta Deserto
930,0,Planeta Deserto
9043,1,Planeta Vulcânico
2994,2,Planeta Oceânico
7734,0,Planeta Deserto
8553,4,Planeta Gelado
8885,0,Planeta Deserto
10983,1,Planeta Vulcânico
8768,0,Planeta Deserto
4469,0,Planeta Deserto
2212,2,Planeta Oceânico
9681,4,Planeta Gelado
3722,0,Planeta Deserto
3611,0,Planeta Deserto
8628,0,Planeta Deserto
6600,0,Planeta Deserto
14439,1,Planeta Vulcânico
8065,0,Planeta Deserto
4304,2,Planeta Oceânico
4875,0,Planeta Deserto
523,0,Planeta Deserto
13730,0,Planeta Deserto
12683,0,Planeta Deserto
3992,0,Planeta Deserto
9142,4,Planeta Gelado
6490,0,Planeta Deserto
14811,4,Planeta Gelado
13100,0,Planeta Deserto
11665,4,Planeta Gelado
4093,0,Planeta Deserto
736,4,Planeta Gelado
12473,0,Planeta Deserto
7885,4,Planeta Gelado
4457,0,Planeta Deserto
13918,4,Planeta Gelado
5588,0,Planeta Deserto
14358,3,Planeta Florestal
6701,0,Planeta Deserto
8437,0,Planeta Deserto
8261,0,Planeta Deserto
12871,0,Planeta Deserto
10242,0,Planeta Deserto
10856,1,Planeta Vulcânico
5163,2,Planeta Oceânico
619,4,Planeta Gelado
8871,1,Planeta Vulcânico
5648,0,Planeta Deserto
8681,0,Planeta Deserto
10433,3,Planeta Florestal
10400,4,Planeta Gelado
7406,0,Planeta Deserto
1877,1,Planeta Vulcânico
1009,0,Planeta Deserto
866,0,Planeta Deserto
7640,3,Planeta Florestal
4751,1,Planeta Vulcânico
5160,0,Planeta Deserto
14911,0,Planeta Deserto
918,0,Planeta Deserto
8611,1,Planeta Vulcânico
7558,0,Planeta Deserto
6053,0,Planeta Deserto
13909,1,Planeta Vulcânico
3048,0,Planeta Deserto
5449,0,Planeta Deserto
608,1,Planeta Vulcânico
14512,3,Planeta Florestal
4240,0,Planeta Deserto
1049,0,Planeta Deserto
6349,4,Planeta Gelado
8575,1,Planeta Vulcânico
4461,0,Planeta Deserto
8568,1,Planeta Vulcânico
7797,2,Planeta Oceânico
13810,2,Planeta Oceânico
2777,1,Planeta Vulcânico
9038,0,Planeta Deserto
11091,4,Planeta Gelado
13467,0,Planeta Deserto
12711,0,Planeta Deserto
8789,4,Planeta Gelado
10063,0,Planeta Deserto
14980,0,Planeta Deserto
3470,0,Planeta Deserto
2957,1,Planeta Vulcânico
10044,2,Planeta Oceânico
2163,0,Planeta Deserto
2460,0,Planeta Deserto
7382,0,Planeta Deserto
1968,0,Planeta Deserto
8403,1,Planeta Vulcânico
3744,0,Planeta Deserto
13617,0,Planeta Deserto
10599,4,Planeta Gelado
11316,0,Planeta Deserto
8728,2,Planeta Oceânico
4510,0,Planeta Deserto
8969,4,Planeta Gelado
4229,2,Planeta Oceânico
10245,0,Planeta Deserto
1053,0,Planeta Deserto
1490,0,Planeta Deserto
1661,2,Planeta Oceânico
5433,2,Planeta Oceânico
330,0,Planeta Deserto
4062,0,Planeta Deserto
3467,0,Planeta Deserto
1698,0,Planeta Deserto
11320,2,Planeta Oceânico
5175,0,Planeta Deserto
10178,0,Planeta Deserto
13992,1,Planeta Vulcânico
9202,4,Planeta Gelado
6736,0,Planeta Deserto
4645,4,Planeta Gelado
4364,0,Planeta Deserto
10571,1,Planeta Vulcânico
4301,2,Planeta Oceânico
1978,0,Planeta Deserto
6096,0,Planeta Deserto
8047,3,Planeta Florestal
2574,0,Planeta Deserto
2583,0,Planeta Deserto
13527,0,Planeta Deserto
12681,0,Planeta Deserto
4050,0,Planeta Deserto
10735,0,Planeta Deserto
4051,4,Planeta Gelado
128,0,Planeta Deserto
8119,0,Planeta Deserto
11986,4,Planeta Gelado
1209,0,Planeta Deserto
10080,0,Planeta Deserto
5288,0,Planeta Deserto
13038,0,Planeta Deserto
11116,4,Planeta Gelado
14774,1,Planeta Vulcânico
11527,0,Planeta Deserto
12297,0,Planeta Deserto
8551,0,Planeta Deserto
6733,0,Planeta Deserto
11505,0,Planeta Deserto
6143,0,Planeta Deserto
10422,0,Planeta Deserto
235,0,Planeta Deserto
10339,4,Planeta Gelado
9447,0,Planeta Deserto
6266,4,Planeta Gelado
1533,0,Planeta Deserto
2134,0,Planeta Deserto
2436,0,Planeta Deserto
11708,0,Planeta Deserto
7850,2,Planeta Oceânico
9831,4,Planeta Gelado
7056,0,Planeta Deserto
10353,1,Planeta Vulcânico
1206,1,Planeta Vulcânico
8685,0,Planeta Deserto
4568,0,Planeta Deserto
12651,3,Planeta Florestal
1786,0,Planeta Deserto
8827,0,Planeta Deserto
12803,1,Planeta Vulcânico
6630,4,Planeta Gelado
5649,0,Planeta Deserto
7540,0,Planeta Deserto
2390,0,Planeta Deserto
6367,0,Planeta Deserto
3291,0,Planeta Deserto
14892,2,Planeta Oceânico
5537,0,Planeta Deserto
8793,0,Planeta Deserto
581,0,Planeta Deserto
9374,1,Planeta Vulcânico
1910,2,Planeta Oceânico
13496,0,Planeta Deserto
6119,3,Planeta Florestal
11260,4,Planeta Gelado
5887,2,Planeta Oceânico
14528,0,Planeta Deserto
13963,0,Planeta Deserto
9634,4,Planeta Gelado
1954,0,Planeta Deserto
13956,0,Planeta Deserto
5834,0,Planeta Deserto
2649,3,Planeta Florestal
4541,0,Planeta Deserto
9318,0,Planeta Deserto
4255,4,Planeta Gelado
7901,2,Planeta Oceânico
7614,2,Planeta Oceânico
782,0,Planeta Deserto
14026,0,Planeta Deserto
4430,0,Planeta Deserto
10626,0,Planeta Deserto
9959,4,Planeta Gelado
1296,0,Planeta Deserto
4307,0,Planeta Deserto
12835,0,Planeta Deserto
9371,2,Planeta Oceânico
5483,4,Planeta Gelado
11376,1,Planeta Vulcânico
302,1,Planeta Vulcânico
7206,1,Planeta Vulcânico
14075,0,Planeta Deserto
493,0,Planeta Deserto
3392,4,Planeta Gelado
2589,0,Planeta Deserto
9397,2,Planeta Oceânico
347,0,Planeta Deserto
7213,1,Planeta Vulcânico
13176,0,Planeta Deserto
5986,0,Planeta Deserto
9269,0,Planeta Deserto
13914,4,Planeta Gelado
10811,0,Planeta Deserto
7303,0,Planeta Deserto
9031,0,Planeta Deserto
90,0,Planeta Deserto
8200,0,Planeta Deserto
4600,1,Planeta Vulcânico
5544,0,Planeta Deserto
12595,0,Planeta Deserto
9684,0,Planeta Deserto
150,0,Planeta Deserto
7171,2,Planeta Oceânico
13597,4,Planeta Gelado
8191,3,Planeta Florestal
12316,4,Planeta Gelado
8920,1,Planeta Vulcânico
7860,4,Planeta Gelado
13703,0,Planeta Deserto
4431,2,Planeta Oceânico
163,0,Planeta Deserto
827,0,Planeta Deserto
5581,0,Planeta Deserto
3795,0,Planeta Deserto
8293,2,Planeta Oceânico
12968,0,Planeta Deserto
12543,0,Planeta Deserto
11163,3,Planeta Florestal
3512,0,Planeta Deserto
4692,0,Planeta Deserto
4386,0,Planeta Deserto
11464,1,Planeta Vulcânico
7344,0,Planeta Deserto
7740,2,Planeta Oceânico
8498,0,Planeta Deserto
941,2,Planeta Oceânico
13576,0,Planeta Deserto
14962,0,Planeta Deserto
12323,0,Planeta Deserto
6583,0,Planeta Deserto
9452,2,Planeta Oceânico
5830,4,Planeta Gelado
9887,0,Planeta Deserto
11164,3,Planeta Florestal
7321,2,Planeta Oceânico
2033,2,Planeta Oceânico
1207,1,Planeta Vulcânico
9947,0,Planeta Deserto
9953,0,Planeta Deserto
3411,1,Planeta Vulcânico
6374,2,Planeta Oceânico
6067,0,Planeta Deserto
5210,0,Planeta Deserto
7379,2,Planeta Oceânico
4640,3,Planeta Florestal
10103,0,Planeta Deserto
14208,4,Planeta Gelado
3556,0,Planeta Deserto
12692,0,Planeta Deserto
13330,0,Planeta Deserto
10700,0,Planeta Deserto
12779,4,Planeta Gelado
7626,2,Planeta Oceânico
3219,4,Planeta Gelado
307,0,Planeta Deserto
3424,1,Planeta Vulcânico
13392,0,Planeta Deserto
2535,0,Planeta Deserto
2570,0,Planeta Deserto
5014,2,Planeta Oceânico
6638,0,Planeta Deserto
14205,0,Planeta Deserto
3039,0,Planeta Deserto
10354,2,Planeta Oceânico
2966,0,Planeta Deserto
11347,3,Planeta Florestal
7287,0,Planeta Deserto
72,0,Planeta Deserto
14551,0,Planeta Deserto
10681,0,Planeta Deserto
8624,0,Planeta Deserto
7337,0,Planeta Deserto
6158,0,Planeta Deserto
5989,0,Planeta Deserto
6085,4,Planeta Gelado
3817,3,Planeta Florestal
12971,0,Planeta Deserto
2024,2,Planeta Oceânico
1916,1,Planeta Vulcânico
6184,0,Planeta Deserto
10045,0,Planeta Deserto
6628,0,Planeta Deserto
13952,0,Planeta Deserto
1870,4,Planeta Gelado
13832,0,Planeta Deserto
1313,0,Planeta Deserto
14895,0,Planeta Deserto
354,0,Planeta Deserto
3532,0,Planeta Deserto
1061,0,Planeta Deserto
1976,0,Planeta Deserto
8330,0,Planeta Deserto
1498,0,Planeta Deserto
4089,0,Planeta Deserto
7100,0,Planeta Deserto
12057,0,Planeta Deserto
2831,0,Planeta Deserto
5628,0,Planeta Deserto
9767,2,Planeta Oceânico
6540,0,Planeta Deserto
7521,0,Planeta Deserto
7653,0,Planeta Deserto
301,4,Planeta Gelado
6794,0,Planeta Deserto
5847,0,Planeta Deserto
4282,0,Planeta Deserto
3094,4,Planeta Gelado
5728,4,Planeta Gelado
12838,0,Planeta Deserto
12438,0,Planeta Deserto
10255,0,Planeta Deserto
14913,3,Planeta Florestal
9665,1,Planeta Vulcânico
12125,2,Planeta Oceânico
7274,0,Planeta Deserto
14658,2,Planeta Oceânico
5417,0,Planeta Deserto
4589,0,Planeta Deserto
11419,0,Planeta Deserto
3328,4,Planeta Gelado
5404,0,Planeta Deserto
14371,1,Planeta Vulcânico
4974,4,Planeta Gelado
13751,4,Planeta Gelado
2548,0,Planeta Deserto
3208,0,Planeta Deserto
1736,0,Planeta Deserto
13417,3,Planeta Florestal
4533,0,Planeta Deserto
12173,0,Planeta Deserto
13843,0,Planeta Deserto
10975,0,Planeta Deserto
6208,0,Planeta Deserto
3433,0,Planeta Deserto
11047,0,Planeta Deserto
2769,0,Planeta Deserto
7340,0,Planeta Deserto
8456,0,Planeta Deserto
1964,2,Planeta Oceânico
6828,0,Planeta Deserto
661,2,Planeta Oceânico
13940,0,Planeta Deserto
7595,2,Planeta Oceânico
6286,4,Planeta Gelado
6678,0,Planeta Deserto
12629,0,Planeta Deserto
13595,0,Planeta Deserto
7180,0,Planeta Deserto
8156,0,Planeta Deserto
1087,2,Planeta Oceânico
9625,0,Planeta Deserto
5098,0,Planeta Deserto
8467,2,Planeta Oceânico
2196,2,Planeta Oceânico
14020,4,Planeta Gelado
14327,0,Planeta Deserto
7445,0,Planeta Deserto
3222,0,Planeta Deserto
2743,2,Planeta Oceânico
10340,0,Planeta Deserto
10836,0,Planeta Deserto
8453,0,Planeta Deserto
8471,0,Planeta Deserto
11331,0,Planeta Deserto
10838,1,Planeta Vulcânico
13117,0,Planeta Deserto
11722,2,Planeta Oceânico
5031,1,Planeta Vulcânico
9577,0,Planeta Deserto
11438,2,Planeta Oceânico
11522,0,Planeta Deserto
3431,0,Planeta Deserto
10962,1,Planeta Vulcânico
7078,1,Planeta Vulcânico
11231,0,Planeta Deserto
13172,0,Planeta Deserto
1462,1,Planeta Vulcânico
1799,2,Planeta Oceânico
13536,1,Planeta Vulcânico
1105,2,Planeta Oceânico
11264,0,Planeta Deserto
11788,0,Planeta Deserto
9527,0,Planeta Deserto
14632,0,Planeta Deserto
6631,4,Planeta Gelado
5372,1,Planeta Vulcânico
2924,3,Planeta Florestal
7920,1,Planeta Vulcânico
7342,0,Planeta Deserto
2838,0,Planeta Deserto
4819,1,Planeta Vulcânico
2111,4,Planeta Gelado
6557,1,Planeta Vulcânico
5850,3,Planeta Florestal
7815,1,Planeta Vulcânico
12947,0,Planeta Deserto
3182,4,Planeta Gelado
14369,3,Planeta Florestal
6189,0,Planeta Deserto
4378,0,Planeta Deserto
1099,0,Planeta Deserto
5,0,Planeta Deserto
9199,0,Planeta Deserto
13086,2,Planeta Oceânico
8931,0,Planeta Deserto
4644,0,Planeta Deserto
4964,3,Planeta Florestal
12479,3,Planeta Florestal
12933,0,Planeta Deserto
5078,1,Planeta Vulcânico
5589,0,Planeta Deserto
1378,4,Planeta Gelado
11823,0,Planeta Deserto
5102,4,Planeta Gelado
1844,0,Planeta Deserto
9847,4,Planeta Gelado
7268,1,Planeta Vulcânico
1224,0,Planeta Deserto
9335,2,Planeta Oceânico
6842,0,Planeta Deserto
12407,0,Planeta Deserto
11029,4,Planeta Gelado
7792,0,Planeta Deserto
11337,4,Planeta Gelado
7472,0,Planeta Deserto
13376,0,Planeta Deserto
464,0,Planeta Deserto
5263,2,Planeta Oceânico
2283,0,Planeta Deserto
14418,1,Planeta Vulcânico
4455,0,Planeta Deserto
10378,0,Planeta Deserto
7059,0,Planeta Deserto
11711,0,Planeta Deserto
12174,0,Planeta Deserto
8195,0,Planeta Deserto
7333,3,Planeta Florestal
6789,0,Planeta Deserto
12307,0,Planeta Deserto
8283,0,Planeta Deserto
6472,4,Planeta Gelado
6832,0,Planeta Deserto
10152,4,Planeta Gelado
5630,0,Planeta Deserto
10459,2,Planeta Oceânico
2651,0,Planeta Deserto
9008,1,Planeta Vulcânico
13226,0,Planeta Deserto
8226,3,Planeta Florestal
248,3,Planeta Florestal
8515,1,Planeta Vulcânico
3804,0,Planeta Deserto
4855,4,Planeta Gelado
1983,0,Planeta Deserto
7622,0,Planeta Deserto
1008,0,Planeta Deserto
10316,4,Planeta Gelado
10925,0,Planeta Deserto
11103,0,Planeta Deserto
2613,0,Planeta Deserto
5527,3,Planeta Florestal
5298,0,Planeta Deserto
779,0,Planeta Deserto
5084,1,Planeta Vulcânico
11992,1,Planeta Vulcânico
2132,0,Planeta Deserto
7667,0,Planeta Deserto
11588,0,Planeta Deserto
14193,0,Planeta Deserto
2562,0,Planeta Deserto
10123,0,Planeta Deserto
5125,0,Planeta Deserto
11675,3,Planeta Florestal
9325,0,Planeta Deserto
5383,0,Planeta Deserto
121,0,Planeta Deserto
6657,0,Planeta Deserto
7202,0,Planeta Deserto
6124,0,Planeta Deserto
3626,0,Planeta Deserto
10706,0,Planeta Deserto
11435,4,Planeta Gelado
2434,2,Planeta Oceânico
14862,0,Planeta Deserto
1554,0,Planeta Deserto
10484,4,Planeta Gelado
7597,0,Planeta Deserto
13630,0,Planeta Deserto
1885,4,Planeta Gelado
6235,3,Planeta Florestal
314,1,Planeta Vulcânico
12899,1,Planeta Vulcânico
10645,4,Planeta Gelado
1655,0,Planeta Deserto
1867,0,Planeta Deserto
2758,4,Planeta Gelado
2735,1,Planeta Vulcânico
9745,4,Planeta Gelado
14224,0,Planeta Deserto
13619,4,Planeta Gelado
3932,2,Planeta Oceânico
5817,4,Planeta Gelado
2793,0,Planeta Deserto
12631,2,Planeta Oceânico
2532,2,Planeta Oceânico
574,0,Planeta Deserto
7422,0,Planeta Deserto
4392,0,Planeta Deserto
13000,0,Planeta Deserto
12666,0,Planeta Deserto
7205,0,Planeta Deserto
10924,4,Planeta Gelado
6801,0,Planeta Deserto
1360,0,Planeta Deserto
1596,4,Planeta Gelado
12110,1,Planeta Vulcânico
12569,4,Planeta Gelado
9523,0,Planeta Deserto
4943,0,Planeta Deserto
5070,4,Planeta Gelado
897,1,Planeta Vulcânico
12130,2,Planeta Oceânico
13986,0,Planeta Deserto
1861,0,Planeta Deserto
10204,2,Planeta Oceânico
14822,2,Planeta Oceânico
12085,1,Planeta Vulcânico
6601,1,Planeta Vulcânico
2219,3,Planeta Florestal
4385,4,Planeta Gelado
10947,1,Planeta Vulcânico
2578,2,Planeta Oceânico
6972,3,Planeta Florestal
13866,0,Planeta Deserto
11363,0,Planeta Deserto
13006,0,Planeta Deserto
7454,0,Planeta Deserto
13010,1,Planeta Vulcânico
7236,2,Planeta Oceânico
2354,0,Planeta Deserto
5606,0,Planeta Deserto
6068,0,Planeta Deserto
10698,4,Planeta Gelado
4698,0,Planeta Deserto
7674,0,Planeta Deserto
1753,0,Planeta Deserto
4270,0,Planeta Deserto
8512,4,Planeta Gelado
14954,0,Planeta Deserto
12937,2,Planeta Oceânico
5136,0,Planeta Deserto
11432,1,Planeta Vulcânico
9550,2,Planeta Oceânico
4747,0,Planeta Deserto
207,0,Planeta Deserto
6379,0,Planeta Deserto
6230,0,Planeta Deserto
2429,3,Planeta Florestal
1823,0,Planeta Deserto
6745,2,Planeta Oceânico
13604,0,Planeta Deserto
14611,0,Planeta Deserto
8342,0,Planeta Deserto
14923,0,Planeta Deserto
8643,0,Planeta Deserto
4173,2,Planeta Oceânico
337,0,Planeta Deserto
5880,0,Planeta Deserto
3446,0,Planeta Deserto
10490,1,Planeta Vulcânico
5123,0,Planeta Deserto
655,0,Planeta Deserto
1833,0,Planeta Deserto
12720,0,Planeta Deserto
13529,0,Planeta Deserto
2484,4,Planeta Gelado
2916,0,Planeta Deserto
3734,0,Planeta Deserto
5250,1,Planeta Vulcânico
12065,0,Planeta Deserto
541,1,Planeta Vulcânico
12593,0,Planeta Deserto
504,0,Planeta Deserto
2648,4,Planeta Gelado
11165,0,Planeta Deserto
14633,4,Planeta Gelado
10418,4,Planeta Gelado
13452,0,Planeta Deserto
6169,0,Planeta Deserto
10538,0,Planeta Deserto
2832,0,Planeta Deserto
13585,0,Planeta Deserto
9661,0,Planeta Deserto
10086,0,Planeta Deserto
3292,0,Planeta Deserto
2252,4,Planeta Gelado
5616,0,Planeta Deserto
14823,2,Planeta Oceânico
10545,0,Planeta Deserto
8934,2,Planeta Oceânico
9540,0,Planeta Deserto
14479,2,Planeta Oceânico
5258,0,Planeta Deserto
8625,0,Planeta Deserto
10747,1,Planeta Vulcânico
9243,0,Planeta Deserto
12390,3,Planeta Florestal
292,0,Planeta Deserto
7042,0,Planeta Deserto
11594,0,Planeta Deserto
1695,0,Planeta Deserto
8002,0,Planeta Deserto
9167,0,Planeta Deserto
5364,2,Planeta Oceânico
5384,4,Planeta Gelado
11122,2,Planeta Oceânico
1830,0,Planeta Deserto
10853,2,Planeta Oceânico
11979,1,Planeta Vulcânico
11792,1,Planeta Vulcânico
6025,0,Planeta Deserto
9077,0,Planeta Deserto
2529,0,Planeta Deserto
12330,0,Planeta Deserto
12565,0,Planeta Deserto
6665,4,Planeta Gelado
4866,0,Planeta Deserto
11701,0,Planeta Deserto
7673,3,Planeta Florestal
8569,4,Planeta Gelado
803,2,Planeta Oceânico
4017,1,Planeta Vulcânico
13705,0,Planeta Deserto
14570,0,Planeta Deserto
8633,3,Planeta Florestal
12832,0,Planeta Deserto
6271,0,Planeta Deserto
4556,1,Planeta Vulcânico
12093,1,Planeta Vulcânico
8081,1,Planeta Vulcânico
11279,0,Planeta Deserto
11826,0,Planeta Deserto
9666,0,Planeta Deserto
978,3,Planeta Florestal
8758,2,Planeta Oceânico
1070,0,Planeta Deserto
6244,4,Planeta Gelado
14833,0,Planeta Deserto
12328,0,Planeta Deserto
11472,4,Planeta Gelado
14740,2,Planeta Oceânico
67,4,Planeta Gelado
8366,0,Planeta Deserto
10253,4,Planeta Gelado
4044,0,Planeta Deserto
4586,0,Planeta Deserto
11529,0,Planeta Deserto
12709,4,Planeta Gelado
11494,0,Planeta Deserto
12202,0,Planeta Deserto
2557,1,Planeta Vulcânico
6373,0,Planeta Deserto
11777,0,Planeta Deserto
7315,0,Planeta Deserto
5244,4,Planeta Gelado
434,4,Planeta Gelado
4437,0,Planeta Deserto
8615,0,Planeta Deserto
14426,0,Planeta Deserto
12381,0,Planeta Deserto
9185,1,Planeta Vulcânico
14606,0,Planeta Deserto
